,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
1673,Endless Sky,https://images.leafly.com/flower-images/defaults/generic/strain-8.png,Indica,,,4.655172413793103,,,"Endless Sky by Greenthumb Seeds is an indica strain bred from Grenadine and an Iranian landrace. Just as we might expect from a strain named “Endless Sky,” this strain delivers a spacey, dreamy indica experience recommended for nighttime consumption. Suitable for both indoor and outdoor gardens, Endless Sky undergoes a 42 to 50 day flowering period and grows best with hydroponics.","sleepy,euphoric,talkative",,"butter,mango,berry","Stress
45% of people say it helps with stress
Anxiety
40% of people say it helps with anxiety
Insomnia
27% of people say it helps with insomnia"
1674,Riddler OG,https://images.leafly.com/flower-images/defaults/generic/strain-24.png,Hybrid,,,4.7,,,"Riddle me this! Riddler OG, also known as “Power,” is a trichome-rich hybrid that blends the heady, uplifting euphoria of Sour Dubble with the mid-level Kush-driven body effects of Master Kush. These effects come together to form a well-balanced hybrid that is useful and enjoyable any time of the day. With bright hues and earthy undertones, Riddler OG caters to consumers looking for a middle-of-the-road body buzz with a happy, uplifted mental state that will induce laughter and an overall carefree sensation.   ","talkative,tingly,happy","dizzy,dry eyes,dry mouth","earthy,lavender,woody","Lack of appetite
22% of people say it helps with lack of appetite
Pain
22% of people say it helps with pain
Cramps
11% of people say it helps with cramps"
1675,3D,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-18.png,Hybrid,13.0,0.0,4.471698113207547,pineapple,focused,"The Third Dimension, a.k.a. 3D, from Subcool's The Dank, combines the best of three potent parent strains: Apollo 13, Jack’s Cleaner, and Space Queen. This sativa-dominant strain will gently lift you into a creative cerebral space devoid of stress. It may be difficult to resist the pungent, fruity aroma of mango, pineapple, and lemon, but novice cannabis consumers are urged to approach this heavy-hitter with caution. Growers praise 3D for its short maturation cycle that produces moderate yields of sharply pointed buds blanketed in resin.","focused,uplifted,energetic","anxious,dry eyes,dry mouth","pineapple,citrus,mango","Pain
40% of people say it helps with pain
Stress
40% of people say it helps with stress
Depression
34% of people say it helps with depression"
1676,Black Banana Cookies,https://images.leafly.com/flower-images/defaults/frosty/strain-1.png,Hybrid,,,4.4,,,"Black Banana Cookies is a hybrid marijuana strain made by crossing Banana Fire Cookies and Blackberry Kush. This powerhouse strain produces big, frosty nuggets with vivid color profiles. When smoking Black Banana Cookies, you can expect to taste tropical bananas and berries with just a hint of cookie flavor.",,,,"Insomnia
50% of people say it helps with insomnia
Stress
50% of people say it helps with stress"
1677,Emerald City Kush,https://images.leafly.com/flower-images/defaults/generic/strain-19.png,,,,4.666666666666667,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Emerald City Kush, before let us know! Leave a review.","sleepy,euphoric,happy",,,"Stress
40% of people say it helps with stress
Insomnia
20% of people say it helps with insomnia
Pain
20% of people say it helps with pain"
1678,Cookie Breath,https://images.leafly.com/flower-images/defaults/purple/strain-15.png,Hybrid,12.0,0.0,4.5,mint,happy,"Shaman Stinky Steve is at it again! Stinky Steve bred together Thin Mint Girl Scout Cookies, Forum Cut GSC, and OG Kush Breath 2.0 to create this unique purple phenotype. Cookie Breath emits the earthy, doughy aroma Cookies is known for, intermixed with notes of grape and wine. The dark nugs are coated with glittering purple trichomes said to produce purple-tinted rosin and hash. It hits with a one-two punch to the mind and body, leaving a stimulating sizzle between the ears while the body ebbs between fits of the munchies and sedative bliss. Enjoy Cookie Breath in moderation as this strain has been known to push 30% THC.  ","happy,giggly,uplifted","paranoid,anxious,dizzy","mint,spicy/herbal,earthy","Pain
38% of people say it helps with pain
Stress
38% of people say it helps with stress
Depression
27% of people say it helps with depression"
1679,Captain Jack,https://images.leafly.com/flower-images/defaults/generic/strain-12.png,Hybrid,20.0,0.0,4.833333333333333,pepper,aroused,"Captain Jack is a hybrid marijuana strain. We're still learning about the flavors and effects of Captain Jack. If you've smoked this strain before, share your experience by leaving a review.","aroused,talkative,hungry",,"pepper,sweet,earthy","Depression
16% of people say it helps with depression
Anxiety
16% of people say it helps with anxiety
Inflammation
8% of people say it helps with inflammation"
1680,Sweet Kush,https://images.leafly.com/flower-images/defaults/generic/strain-15.png,Hybrid,17.0,0.0,4.177083333333333,sweet,hungry,"Sweet Kush is the potent daughter of Sweet Tooth and OG Kush. Citrusy and sweet, Sweet Kush tastes just like a lemon drop candy. Combining the best of both cannabis types, this hybrid provides both head and body effects. After the first taste, consumers typically experience a cerebral sensation. A few minutes later, body effects begin to dominate, relaxing muscles and easing pain. Sweet Kush consumers may feel lazy and sedated, making this a good after work or nighttime strain. Novice cannabis consumers should exercise caution with this strain until they know how strongly it will affect them.","hungry,aroused,talkative","paranoid,dry eyes,dizzy","sweet,honey,tea","Stress
40% of people say it helps with stress
Pain
32% of people say it helps with pain
Anxiety
28% of people say it helps with anxiety"
1681,Sugar Plum,https://images.leafly.com/flower-images/defaults/generic/strain-29.png,Sativa,20.0,0.0,4.407407407407407,plum,uplifted,"Sugar Plum from Stoney Girl Gardens is an award-winning sativa bred by crossing Berkeley Blues and Hawaiian Haze Plum. With a tropical and earthy flavor, Sugar Plum produces hard-hitting and long-lasting cerebral effects. This strain is a good beginner grow, with a recommended flowering period of 35 days for indoor gardens.","uplifted,energetic,giggly","headache,dry eyes,anxious","plum,sweet,berry","Pain
45% of people say it helps with pain
Stress
40% of people say it helps with stress
Depression
30% of people say it helps with depression"
1682,Juice Box,https://images.leafly.com/flower-images/defaults/generic/strain-4.png,Hybrid,,,5.0,,,"Juice Box is a hybrid marijuana strain. We're still learning about the flavors and effects of Juice Box - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","talkative,creative,energetic",,"pear,apple,strawberry","Depression
50% of people say it helps with depression
Stress
37% of people say it helps with stress
Anxiety
37% of people say it helps with anxiety"
1683,Grape Gas #7,https://images.leafly.com/flower-images/defaults/generic/strain-28.png,,19.0,0.0,4.6,grape,uplifted,"Grape Gas #7 is a weed strain. Reviewers on Leafly say this strain makes them feel uplifted, talkative, and aroused. Grape Gas #7 has 19% THC. The dominant terpene in this strain is limonene. If you've smoked, dabbed, or otherwise enjoyed this strain, Grape Gas #7, before let us know! Leave a review.","uplifted,talkative,aroused",,"grape,diesel,tropical","Fatigue
12% of people say it helps with fatigue
Headaches
12% of people say it helps with headaches
Anxiety
12% of people say it helps with anxiety"
1684,Gummy Bunz,https://images.leafly.com/flower-images/defaults/generic/strain-21.png,,,,4.333333333333333,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Gummy Bunz, before let us know! Leave a review.","focused,uplifted,happy",,"honey,tree fruit,berry","Anxiety
50% of people say it helps with anxiety"
1685,Knockout Runtz,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,Hybrid,,,5.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Knockout Runtz, before let us know! Leave a review.",,,,
1686,Humble Pie,https://images.leafly.com/flower-images/defaults/long-fluffy-wispy/strain-6.png,Hybrid,24.0,0.0,4.692307692307693,vanilla,uplifted,Humble Pie is an indica-dominant hybrid marijuana strain made by crossing Cherry Pie and Grandpa's Breath. Humble Pie has a delicious taste - combining flavors that are sweet with berries and sour with citrus. Humble Pie provides a euhporic and uplifting experience that eventually lulls you into a state of calm and relaxation. Humble Pie is the perfect strain for relaxing after a long and stressful day. Medical marijuana patients choose Humble Pie for conditions like muscle spasms and chronic fatigue.,"uplifted,giggly,energetic",,"vanilla,berry,strawberry","Depression
46% of people say it helps with depression
Anxiety
46% of people say it helps with anxiety
PTSD
30% of people say it helps with ptsd"
1687,Versace,https://images.leafly.com/flower-images/defaults/purple/strain-18.png,Hybrid,14.0,0.0,4.774193548387097,flowery,focused,"Versace is a clear-headed sativa-dominant hybrid created by crossing Sour Diesel, OG Kush, and Granddaddy Purple. This trio of trichome-rich strains is combined to offer an array of effects that work off each other. Sour Diesel’s heady buzz acts a catalyst, adding a stimulating alertness to the luscious body effects and pleasant euphoria native to Granddaddy Purple and OG Kush, respectively. Enjoy this pungent flower to help curb depression and fatigue while elevating mood and muting mild physical pain. ","focused,talkative,uplifted","headache,dry eyes,dizzy","flowery,diesel,lavender","Depression
41% of people say it helps with depression
Stress
37% of people say it helps with stress
Pain
33% of people say it helps with pain"
1688,Nova,https://images.leafly.com/flower-images/defaults/generic/strain-13.png,Indica,,,4.882352941176471,,,"Nova is Canadian LP Tweed’s version of Pennywise, an indica-dominant cannabis strain with an equal ratio of THC and CBD. This combination of cannabinoids may offer enhanced therapeutic effects for patients treating pain, anxiety, inflammation, stress disorders, and many other symptoms and conditions. Nova combines genetics from Jack the Ripper and Harlequin, who pass on relaxed and focused effects perfect for daytime medicating or productive afternoons. The aroma is subtle, but sweet woody notes with spicy pepper undertones can be detected on the exhale.","euphoric,creative,relaxed",,"woody,spicy/herbal,pine","Depression
22% of people say it helps with depression
Inflammation
22% of people say it helps with inflammation
Anxiety
22% of people say it helps with anxiety"
1689,Coffee Ice Cream,https://images.leafly.com/flower-images/defaults/generic/strain-34.png,Hybrid,,,4.833333333333333,,,"Coffee Ice Cream is a hybrid marijuana strain. We’re still learning about the flavors and effects of Coffee Ice Cream. If you’ve smoked this strain before, tell us about it by leaving a review.","sleepy,relaxed,aroused",,"coffee,vanilla,nutty","Stress
30% of people say it helps with stress
Depression
25% of people say it helps with depression
Insomnia
20% of people say it helps with insomnia"
1690,KC 33,https://images.leafly.com/flower-images/defaults/generic/strain-16.png,Hybrid,,,4.333333333333333,,,"KC 33, bred by KC Brains in Holland, is a 60/40 indica-dominant hybrid cross between Afghani, Haze, and a Ukrainian landrace strain. The '33' marks the breeder's age when this strain was conceived in 1993. With a zesty lemon aroma, KC 33 delivers weightless cerebral effects that never sink down to the body. This strain was mainly bred for the outdoor cultivator, as these plants thrive in wet, cooler climates. ","hungry,relaxed,tingly",,"citrus,mint,lemon","Pain
55% of people say it helps with pain
Nausea
33% of people say it helps with nausea
Stress
33% of people say it helps with stress"
